age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class,ONE_attribute,ID_,nothing,naN
23, Private,161478, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,one,31537,,
73, Self-emp-not-inc,109833, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K,one,31538,,
47, Self-emp-not-inc,229394, 11th,7, Divorced, Exec-managerial, Unmarried, White, Female,0,0,55, United-States, <=50K,one,31539,,
61, ?,69285, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,37, United-States, <=50K,one,31540,,
26, Private,491862, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K,one,31541,,
40, Private,311534, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K,one,31542,,
32, Self-emp-not-inc,420895, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States, <=50K,one,31543,,
39, Private,226374, 10th,6, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K,one,31544,,
33, Federal-gov,101345, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31545,,
35, Private,48779, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K,one,31546,,
42, Private,152676, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K,one,31547,,
46, Private,164877, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K,one,31548,,
33, Private,97521, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,one,31549,,
47, Private,88564, 5th-6th,3, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K,one,31550,,
33, Private,188246, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,one,31551,,
26, Private,189185, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,one,31552,,
42, State-gov,163069, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,one,31553,,
28, Private,251905, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,one,31554,,
29, Private,112403, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, ?, <=50K,one,31555,,
18, Private,36882, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K,one,31556,,
33, Self-emp-not-inc,195891, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K,one,31557,,
36, Private,194905, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K,one,31558,,
33, Private,133503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,48, United-States, >50K,one,31559,,
40, Private,31621, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,one,31560,,
57, Self-emp-not-inc,413373, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K,one,31561,,
40, Private,196029, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K,one,31562,,
36, Private,107302, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K,one,31563,,
45, Private,151267, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K,one,31564,,
52, Private,256861, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K,one,31565,,
24, Private,82777, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31566,,
30, Private,147430, HS-grad,9, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31567,,
28, ?,60726, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, United-States, <=50K,one,31568,,
46, Self-emp-not-inc,165754, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K,one,31569,,
36, Private,448337, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K,one,31570,,
48, Private,185079, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K,one,31571,,
36, Private,418702, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,one,31572,,
48, Private,41504, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,one,31573,,
21, Private,387335, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,1719,9, United-States, <=50K,one,31574,,
18, Private,261720, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31575,,
38, Private,133963, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K,one,31576,,
66, ?,357750, 11th,7, Widowed, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K,one,31577,,
36, State-gov,179488, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,55, United-States, >50K,one,31578,,
38, Private,60135, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31579,,
55, Self-emp-not-inc,308746, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K,one,31580,,
27, Private,278720, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K,one,31581,,
22, State-gov,477505, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31582,,
29, Private,164711, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K,one,31583,,
40, Private,208277, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,one,31584,,
21, Private,39943, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K,one,31585,,
49, Private,104542, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31586,,
29, Private,286634, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K,one,31587,,
28, Private,142712, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K,one,31588,,
26, Private,336404, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,one,31589,,
33, Private,117983, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,41, United-States, <=50K,one,31590,,
72, ?,108796, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K,one,31591,,
59, Private,59469, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K,one,31592,,
37, Private,171968, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,one,31593,,
56, ?,119254, 10th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31594,,
27, Private,278617, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31595,,
39, Private,72338, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,one,31596,,
49, Local-gov,343231, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K,one,31597,,
30, Private,63910, HS-grad,9, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,one,31598,,
28, Private,190350, 9th,5, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, United-States, <=50K,one,31599,,
25, State-gov,176162, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K,one,31600,,
18, Private,37720, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,one,31601,,
25, Private,421467, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,26, United-States, <=50K,one,31602,,
36, Private,138441, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K,one,31603,,
52, Private,146767, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,one,31604,,
20, ?,369678, 12th,8, Never-married, ?, Not-in-family, Other, Male,0,1602,40, United-States, <=50K,one,31605,,
25, Private,160445, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31606,,
26, Private,211695, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K,one,31607,,
50, Private,102346, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,20, United-States, >50K,one,31608,,
48, Private,128796, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,one,31609,,
39, Private,111129, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,one,31610,,
30, Local-gov,44566, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,one,31611,,
26, Private,118497, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,one,31612,,
36, Private,334291, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K,one,31613,,
49, Private,237920, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K,one,31614,,
34, Local-gov,136331, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K,one,31615,,
28, Private,187397, HS-grad,9, Never-married, Other-service, Other-relative, Other, Male,0,0,48, Mexico, <=50K,one,31616,,
28, Self-emp-not-inc,119793, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31617,,
42, Private,24982, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K,one,31618,,
26, Self-emp-not-inc,231714, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,one,31619,,
54, Private,229272, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K,one,31620,,
66, ?,68219, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K,one,31621,,
61, Self-emp-not-inc,268831, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, <=50K,one,31622,,
45, Self-emp-not-inc,149640, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, >50K,one,31623,,
29, Private,261725, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K,one,31624,,
74, Private,161387, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,16, United-States, <=50K,one,31625,,
61, Local-gov,260167, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31626,,
27, Private,200928, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,22, United-States, <=50K,one,31627,,
53, Federal-gov,155594, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,one,31628,,
57, Self-emp-not-inc,79539, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,one,31629,,
41, Private,469454, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,one,31630,,
45, Private,331482, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K,one,31631,,
43, Private,225193, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,one,31632,,
26, ?,370727, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,1977,40, United-States, >50K,one,31633,,
29, Private,82393, HS-grad,9, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K,one,31634,,
65, ?,37170, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K,one,31635,,
41, Private,58484, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K,one,31636,,
31, Local-gov,156464, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, ?, <=50K,one,31637,,
50, Private,344621, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31638,,
52, Private,174752, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K,one,31639,,
18, Self-emp-inc,174202, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K,one,31640,,
26, Private,261203, 7th-8th,4, Never-married, Other-service, Unmarried, Other, Female,0,0,30, ?, <=50K,one,31641,,
57, Private,316000, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,one,31642,,
63, State-gov,216871, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,40, United-States, <=50K,one,31643,,
29, Private,246933, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Mexico, <=50K,one,31644,,
32, Self-emp-not-inc,112115, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K,one,31645,,
34, Private,264651, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,one,31646,,
43, Private,99185, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,58, United-States, <=50K,one,31647,,
39, Private,176186, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,one,31648,,
28, Private,100219, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K,one,31649,,
32, Private,46691, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31650,,
28, State-gov,297735, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States, <=50K,one,31651,,
40, Private,132222, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,50, United-States, >50K,one,31652,,
25, Private,189656, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K,one,31653,,
54, Local-gov,224934, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K,one,31654,,
48, Self-emp-inc,149218, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K,one,31655,,
51, Private,158508, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K,one,31656,,
67, State-gov,261203, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K,one,31657,,
17, Private,309504, 10th,6, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K,one,31658,,
24, State-gov,324637, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31659,,
25, Private,267426, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,one,31660,,
68, ?,229016, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, <=50K,one,31661,,
54, Private,46401, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,47, United-States, <=50K,one,31662,,
32, Private,114288, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,one,31663,,
61, ?,203849, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31664,,
41, Federal-gov,193882, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,one,31665,,
53, Private,311269, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,one,31666,,
45, Private,156117, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K,one,31667,,
64, ?,169917, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States, <=50K,one,31668,,
51, Private,222615, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K,one,31669,,
41, State-gov,106900, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K,one,31670,,
40, Federal-gov,78036, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K,one,31671,,
27, Private,380560, HS-grad,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Mexico, <=50K,one,31672,,
41, Private,167106, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,3103,0,35, Philippines, >50K,one,31673,,
51, Private,289436, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,one,31674,,
36, Private,749636, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,one,31675,,
34, Self-emp-inc,154120, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,55, United-States, <=50K,one,31676,,
43, Private,105119, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,one,31677,,
61, Federal-gov,181081, HS-grad,9, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K,one,31678,,
31, Private,182237, 10th,6, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K,one,31679,,
34, Private,102130, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K,one,31680,,
43, Private,266324, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,99, United-States, >50K,one,31681,,
52, Private,170562, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,one,31682,,
18, Private,240543, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K,one,31683,,
37, Federal-gov,187046, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K,one,31684,,
60, Private,389254, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,one,31685,,
47, Private,179955, Some-college,10, Widowed, Transport-moving, Unmarried, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K,one,31686,,
21, Private,197997, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K,one,31687,,
34, Self-emp-inc,343789, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States, >50K,one,31688,,
28, Private,191088, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1741,52, United-States, <=50K,one,31689,,
40, Local-gov,141649, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,one,31690,,
26, Private,433906, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31691,,
48, Private,207982, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K,one,31692,,
46, Private,175925, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K,one,31693,,
58, Private,85767, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K,one,31694,,
32, Self-emp-inc,281030, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31695,,
90, ?,313986, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K,one,31696,,
38, Private,396595, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K,one,31697,,
20, ?,189203, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Male,0,0,20, United-States, <=50K,one,31698,,
43, Self-emp-not-inc,163108, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K,one,31699,,
17, Private,141590, 11th,7, Never-married, Priv-house-serv, Own-child, White, Female,0,0,12, United-States, <=50K,one,31700,,
36, Private,137421, 12th,8, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,45, ?, <=50K,one,31701,,
36, Private,67728, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, Italy, <=50K,one,31702,,
30, Private,345522, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,70, United-States, >50K,one,31703,,
45, Private,330087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,one,31704,,
51, Self-emp-not-inc,204322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,one,31705,,
29, Private,50295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K,one,31706,,
35, Self-emp-not-inc,147258, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,65, United-States, <=50K,one,31707,,
19, Private,194260, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K,one,31708,,
56, Private,437727, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,one,31709,,
64, ?,34100, Some-college,10, Widowed, ?, Not-in-family, White, Male,0,0,4, United-States, <=50K,one,31710,,
62, ?,186611, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K,one,31711,,
24, Private,280960, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,24, United-States, <=50K,one,31712,,
33, Private,33117, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K,one,31713,,
43, Private,169628, Bachelors,13, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States, >50K,one,31714,,
22, State-gov,124942, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K,one,31715,,
44, Private,143368, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,55, United-States, <=50K,one,31716,,
37, Private,255621, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K,one,31717,,
34, Self-emp-inc,154227, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,75, United-States, <=50K,one,31718,,
43, Private,171438, Assoc-voc,11, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K,one,31719,,
39, Private,191524, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,one,31720,,
30, Private,377017, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,32, United-States, <=50K,one,31721,,
58, Private,192806, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,33, United-States, <=50K,one,31722,,
31, ?,259120, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,10, United-States, <=50K,one,31723,,
45, Local-gov,234195, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K,one,31724,,
30, Private,147596, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K,one,31725,,
42, Private,147251, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, <=50K,one,31726,,
50, Private,176157, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,one,31727,,
25, Local-gov,176162, Assoc-voc,11, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K,one,31728,,
34, Private,384150, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K,one,31729,,
50, Private,107665, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,one,31730,,
72, ?,82635, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K,one,31731,,
60, State-gov,165827, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K,one,31732,,
41, Private,287306, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K,one,31733,,
71, Self-emp-not-inc,78786, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States, <=50K,one,31734,,
40, Self-emp-not-inc,33310, Prof-school,15, Divorced, Other-service, Not-in-family, White, Female,0,2339,35, United-States, <=50K,one,31735,,
22, Private,349368, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K,one,31736,,
52, Private,117674, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K,one,31737,,
30, Private,310889, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, United-States, <=50K,one,31738,,
36, ?,187167, HS-grad,9, Separated, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K,one,31739,,
40, Private,379919, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,one,31740,,
31, Federal-gov,34862, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,one,31741,,
44, Private,201723, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K,one,31742,,
38, Local-gov,161463, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K,one,31743,,
46, Private,186410, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K,one,31744,,
57, Federal-gov,62020, Prof-school,15, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,55, United-States, >50K,one,31745,,
39, Private,42044, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K,one,31746,,
42, Private,170230, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, >50K,one,31747,,
43, Private,341358, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,one,31748,,
22, Private,199426, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,17, United-States, <=50K,one,31749,,
44, Private,89172, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,one,31750,,
22, ?,148955, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,15, South, <=50K,one,31751,,
37, Private,140673, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K,one,31752,,
20, ?,71788, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K,one,31753,,
